,bedrooms,beds,accommodates,host_listings_count,host_total_listings_count,bathrooms,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,latitude,longitude
0,1.0,1.0,3.0,3.0,3.0,1.5,3.0,15.0,3.0,3.0,15,15,30,60,90,354,15.9,8.0,0.0,8.0,4.92,4.94,4.91,4.96,4.99,4.64,4.92,0.82,48.0,2352.0,35.33012,25.08012
1,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1125.0,1.0,1.0,1125,1125,0,0,0,81,45.0,1.0,0.0,1.0,4.02,4.14,4.49,4.33,4.43,4.5,4.18,0.26,6.0,432.0,34.99533,24.75654
2,1.0,2.0,2.0,4.0,4.0,1.7,4.0,30.0,4.0,4.0,30,30,23,48,76,232,15.9,21.0,0.0,21.0,4.59,4.71,4.67,4.87,4.84,4.94,4.66,0.4,168.0,0.0,35.51439,24.01793
3,1.0,2.0,6.0,1.0,1.0,1.0,3.0,730.0,3.0,3.0,730,730,30,60,90,365,2.0,0.0,0.0,0.0,5.0,4.5,5.0,5.0,4.5,4.0,4.5,0.01,0.0,0.0,35.49648,23.69648
4,1.0,1.0,2.0,15.0,15.0,1.0,5.0,28.0,5.0,7.0,28,1125,0,0,7,103,15.9,10.0,0.0,10.0,4.81,4.87,4.8,4.92,4.94,4.68,4.88,0.98,100.0,7000.0,35.39616,25.02541
5,1.0,2.0,6.0,4.0,4.0,1.0,3.0,95.0,3.0,3.0,95,95,29,59,89,175,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.51255,23.97767
6,1.0,2.0,4.0,4.0,5.0,1.7,7.0,28.0,7.0,7.0,28,28,0,0,0,0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,4.9,4.9,5.0,5.0,0.02,0.0,0.0,35.3204,25.38925
7,2.0,4.0,5.0,5.0,5.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,20,49,72,203,7.0,1.0,0.0,1.0,4.43,4.43,4.57,4.71,4.57,4.57,4.43,0.06,6.0,678.0,35.00596,25.58564
8,1.0,1.0,2.0,5.0,5.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,21,46,76,216,6.0,0.0,0.0,0.0,4.5,4.67,5.0,4.83,4.83,4.33,4.83,0.05,0.0,0.0,35.00566,25.58529
9,2.0,4.0,4.0,1.0,1.0,1.0,6.0,90.0,6.0,6.0,90,90,30,60,83,358,35.0,4.0,0.0,4.0,4.91,4.89,4.94,4.94,4.97,4.77,4.86,0.23,48.0,2880.0,35.35203,24.46259
10,2.0,3.0,5.0,3.0,5.0,1.0,3.0,1125.0,1.0,3.0,1125,1125,0,19,20,227,118.0,13.0,0.0,13.0,4.92,4.96,4.95,4.93,4.99,4.97,4.92,0.77,78.0,6942.0,35.36602,24.48477
11,1.0,1.0,2.0,6.0,7.0,1.0,1.0,1125.0,1.0,6.0,1125,1125,27,55,73,305,83.0,5.0,0.0,4.0,4.85,4.76,4.93,4.85,4.9,4.73,4.86,0.55,30.0,1920.0,35.49912,23.64412
12,1.0,1.0,2.0,6.0,7.0,1.0,1.0,1125.0,1.0,6.0,1125,1125,0,0,0,0,81.0,3.0,0.0,3.0,4.83,4.82,4.94,4.96,4.91,4.67,4.81,0.53,18.0,1188.0,35.49869,23.6442
13,1.0,3.0,3.0,6.0,7.0,1.0,1.0,1125.0,1.0,6.0,1125,1125,24,48,65,301,54.0,2.0,0.0,2.0,4.91,4.83,5.0,4.96,4.96,4.63,4.78,0.35,12.0,1068.0,35.49954,23.64441
14,2.0,2.0,4.0,2.0,2.0,1.0,2.0,35.0,2.0,2.0,1125,1125,30,55,79,264,15.9,7.0,0.0,7.0,4.91,4.89,4.84,4.95,4.95,4.81,4.66,0.84,42.0,7350.0,35.37675,25.03616
15,1.0,1.0,5.0,4.0,8.0,1.5,4.0,125.0,4.0,4.0,125,125,0,0,0,154,79.0,1.0,0.0,1.0,4.77,4.78,4.78,4.94,4.97,4.47,4.78,0.52,8.0,264.0,35.37474,24.55745
16,1.0,3.0,3.0,13.0,14.0,1.0,1.0,730.0,1.0,1.0,730,730,0,17,24,227,116.0,13.0,0.0,13.0,4.88,4.91,4.98,4.94,4.97,4.52,4.83,0.82,78.0,4290.0,35.51167,23.92745
17,1.0,1.0,2.0,7.0,7.0,1.0,1.0,45.0,1.0,4.0,99,99,25,46,74,208,27.0,4.0,0.0,4.0,5.0,4.85,4.96,4.96,5.0,4.7,4.85,0.16,24.0,1560.0,35.51504,23.91027
18,1.0,1.0,2.0,4.0,4.0,1.7,1.0,730.0,1.0,1.0,999,999,0,0,0,0,24.0,6.0,0.0,6.0,4.33,4.33,4.46,4.67,4.42,4.58,4.29,0.19,36.0,0.0,35.49521,23.65692
19,1.0,1.0,2.0,2.0,5.0,1.0,3.0,90.0,1.0,3.0,90,90,30,50,51,276,103.0,7.0,0.0,6.0,4.92,4.94,4.89,4.92,4.91,4.86,4.95,0.71,42.0,4158.0,35.40701,24.19458
20,2.0,2.0,4.0,2.0,24.0,1.0,6.0,1125.0,6.0,6.0,1125,1125,30,60,90,365,9.0,2.0,0.0,2.0,4.33,4.11,4.22,5.0,5.0,4.56,4.67,0.06,24.0,1416.0,35.21572,26.18863
21,2.0,5.0,8.0,4.0,8.0,2.0,4.0,14.0,4.0,4.0,14,14,0,0,0,154,39.0,0.0,0.0,0.0,4.84,4.76,4.89,4.97,4.97,4.24,4.81,0.26,0.0,0.0,35.37099,24.54081
22,2.0,5.0,4.0,3.0,3.0,1.7,5.0,40.0,1.0,5.0,40,40,12,42,58,147,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.18336,24.40338
23,2.0,8.0,5.0,1.0,1.0,2.0,5.0,1125.0,5.0,5.0,1125,1125,30,60,90,365,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.37379837,24.64425659
24,1.0,2.0,2.0,14.0,18.0,1.0,1.0,1125.0,1.0,6.0,1125,1125,0,24,53,323,67.0,3.0,0.0,3.0,4.55,4.52,4.91,4.76,4.85,4.58,4.73,0.46,18.0,900.0,35.49777,23.65496
25,2.0,4.0,5.0,6.0,7.0,2.0,2.0,1125.0,1.0,9.0,1125,1125,1,1,1,1,15.9,6.0,0.0,7.0,4.92,4.88,4.9,4.94,4.9,4.97,4.82,1.03,36.0,7416.0,35.50197,23.5799
26,1.0,4.0,5.0,4.0,4.0,1.7,4.0,60.0,2.0,4.0,1125,1125,30,60,90,341,47.0,2.0,0.0,2.0,4.47,4.85,4.8,4.91,4.89,4.35,4.7,0.3,16.0,0.0,35.212738,25.709047
27,1.0,4.0,2.0,6.0,9.0,1.7,3.0,1125.0,3.0,3.0,1125,1125,0,0,0,0,21.0,0.0,0.0,0.0,4.76,4.86,4.95,4.86,4.81,4.57,4.86,0.14,0.0,0.0,35.4575,24.16671
28,2.0,5.0,5.0,3.0,3.0,1.0,2.0,60.0,2.0,2.0,1125,1125,30,60,90,344,18.0,1.0,0.0,1.0,4.94,5.0,4.94,4.94,5.0,4.89,4.83,0.13,6.0,780.0,35.38355,24.61986
29,2.0,3.0,5.0,1.0,4.0,2.0,3.0,365.0,3.0,3.0,1125,1125,22,33,50,267,15.9,7.0,0.0,7.0,4.86,4.92,4.91,4.98,4.9,4.85,4.85,0.88,42.0,3780.0,35.3463,24.42636
30,1.0,6.0,4.0,9.0,10.0,1.0,2.0,360.0,2.0,3.0,1125,1125,0,1,22,279,64.0,2.0,0.0,2.0,4.73,4.89,4.72,4.86,4.94,4.7,4.68,0.49,12.0,900.0,35.2385,23.67578
31,1.0,4.0,4.0,10.0,10.0,1.0,3.0,365.0,3.0,3.0,1125,1125,11,27,31,97,72.0,12.0,0.0,12.0,4.92,4.89,4.94,4.8,4.86,4.91,4.9,0.43,72.0,2088.0,35.41209,24.78261
32,1.0,4.0,1.0,4.0,4.0,1.7,1.0,365.0,1.0,1.0,999,999,0,0,0,0,13.0,1.0,0.0,1.0,4.69,4.69,4.77,4.85,4.46,4.85,4.54,0.1,6.0,0.0,35.49354,23.65749
33,1.0,4.0,3.0,4.0,4.0,1.7,1.0,365.0,1.0,1.0,999,999,0,0,0,0,5.0,0.0,0.0,0.0,4.9,4.9,4.9,4.9,4.9,4.8,4.8,0.04,0.0,0.0,35.49469,23.6588
34,2.0,3.0,6.0,3.0,3.0,1.5,3.0,60.0,3.0,3.0,1125,1125,30,60,90,355,31.0,2.0,0.0,2.0,4.74,4.87,4.81,4.93,4.93,4.67,4.7,0.26,12.0,1560.0,35.38518,24.61395
35,2.0,4.0,4.0,5.0,5.0,1.0,7.0,730.0,6.0,7.0,730,730,0,5,35,129,10.0,0.0,0.0,0.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.08,0.0,0.0,35.45007,24.179
36,1.0,3.0,5.0,2.0,3.0,1.0,3.0,90.0,3.0,3.0,90,90,28,58,83,307,56.0,5.0,0.0,5.0,4.63,4.63,4.7,4.7,4.84,4.32,4.54,0.37,30.0,2400.0,35.33693,25.06759
37,1.0,1.0,3.0,14.0,18.0,1.0,1.0,1125.0,1.0,6.0,1125,1125,0,24,51,323,105.0,3.0,0.0,3.0,4.67,4.71,4.82,4.89,4.86,4.63,4.74,0.8,18.0,396.0,35.49788,23.65488
38,1.0,1.0,2.0,6.0,7.0,1.0,1.0,1125.0,1.0,1.0,1125,1125,30,60,90,365,1.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,0.01,0.0,0.0,35.25792,25.72834
39,2.0,3.0,5.0,2.0,3.0,1.0,2.0,360.0,2.0,2.0,360,360,29,59,89,286,37.0,4.0,0.0,4.0,4.92,4.89,4.86,4.97,4.92,4.86,4.72,0.26,24.0,2856.0,35.35259091,24.30731387
40,2.0,8.0,8.0,16.0,18.0,2.0,3.0,1825.0,3.0,3.0,1825,1825,30,60,87,362,18.0,1.0,0.0,1.0,4.18,4.18,4.41,4.59,4.41,4.47,4.0,0.12,6.0,810.0,35.51693,24.02377
41,5.0,5.0,10.0,10.0,10.0,4.0,3.0,365.0,3.0,3.0,1125,1125,0,21,51,184,43.0,5.0,0.0,5.0,4.93,4.95,4.76,4.9,4.93,4.56,4.77,0.28,30.0,4800.0,35.30945,24.60948
42,1.0,4.0,3.0,4.0,6.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,0,1,2,2,15.9,6.0,0.0,5.0,4.55,4.66,4.41,4.72,4.62,4.2,4.58,0.79,36.0,684.0,35.3186776,25.1945549
43,1.0,2.0,2.0,5.0,5.0,1.5,7.0,730.0,6.0,7.0,730,730,0,3,20,94,21.0,3.0,0.0,3.0,4.95,4.86,4.9,4.86,4.95,4.95,4.95,0.15,42.0,1050.0,35.45049,24.17707
44,2.0,2.0,4.0,1.0,1.0,1.7,3.0,1125.0,3.0,3.0,1125,1125,0,0,0,0,109.0,0.0,0.0,0.0,4.99,4.96,5.0,5.0,4.98,4.81,4.97,1.03,0.0,0.0,35.48146,23.68953
45,2.0,3.0,4.0,6.0,8.0,1.0,2.0,90.0,2.0,2.0,1125,1125,0,0,0,37,15.9,19.0,0.0,20.0,4.62,4.7,4.59,4.94,4.93,4.58,4.76,1.6,114.0,4560.0,35.36393,24.45592
46,4.0,6.0,8.0,3.0,3.0,3.0,5.0,30.0,5.0,7.0,30,90,30,60,66,289,14.0,1.0,0.0,1.0,4.93,5.0,4.86,5.0,5.0,4.5,4.86,0.12,10.0,4120.0,35.35044,24.63498
47,2.0,3.0,4.0,6.0,7.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,9,9,9,228,17.0,1.0,0.0,1.0,4.65,4.71,4.71,5.0,4.76,4.88,4.76,0.13,6.0,270.0,35.11001,26.21675
48,1.0,3.0,4.0,9.0,10.0,1.0,3.0,360.0,3.0,3.0,1125,1125,30,60,90,233,50.0,1.0,0.0,1.0,4.76,4.8,4.66,4.64,4.7,4.58,4.6,0.42,6.0,432.0,35.23676,23.67675
49,0.0,2.0,3.0,14.0,17.0,1.0,3.0,1124.0,1.0,5.0,1,999,0,14,29,257,32.0,0.0,0.0,0.0,4.22,4.44,4.56,4.59,4.56,4.56,4.29,0.24,0.0,0.0,35.52236,23.86827
50,5.0,2.0,12.0,14.0,17.0,1.7,5.0,1125.0,1.0,6.0,1,999,7,20,41,276,19.0,0.0,0.0,0.0,4.5,4.58,4.63,4.61,4.44,4.61,4.5,0.13,0.0,0.0,35.50835,23.86776
51,6.0,3.0,12.0,14.0,17.0,1.6,5.0,1125.0,1.0,6.0,1,999,0,16,28,222,13.0,0.0,0.0,0.0,4.15,4.38,4.31,4.46,4.31,4.54,4.08,0.11,0.0,0.0,35.51278,23.92297
52,3.0,6.0,8.0,1.0,8.0,3.0,4.0,365.0,3.0,5.0,365,365,29,59,64,251,25.0,3.0,0.0,3.0,4.84,4.92,4.92,5.0,4.96,4.63,4.87,0.18,24.0,4320.0,35.23455811,25.20941925
53,1.0,2.0,2.0,6.0,8.0,1.0,2.0,90.0,2.0,2.0,1125,1125,30,31,31,300,15.9,14.0,0.0,15.0,4.71,4.76,4.61,4.89,4.92,4.56,4.77,1.12,84.0,3192.0,35.36393,24.45592
54,1.0,2.0,3.0,5.0,5.0,1.0,1.0,1125.0,1.0,2.0,1125,1125,30,60,88,358,7.0,0.0,0.0,0.0,5.0,5.0,5.0,4.71,5.0,4.86,4.86,0.06,0.0,0.0,35.515251,23.858141
55,3.0,5.0,7.0,1.0,1.0,2.0,4.0,150.0,4.0,4.0,1125,1125,0,4,17,33,15.9,11.0,0.0,11.0,4.92,4.92,4.95,4.93,4.94,4.74,4.95,0.77,88.0,5720.0,35.25336,24.99019
56,3.0,4.0,6.0,1.0,1.0,1.5,5.0,365.0,5.0,5.0,1125,1125,30,51,57,197,2.0,2.0,0.0,2.0,4.5,4.5,5.0,5.0,5.0,4.5,4.5,0.28,20.0,2600.0,35.44924,24.21158
57,2.0,3.0,5.0,2.0,3.0,1.0,2.0,360.0,2.0,2.0,360,360,29,59,89,349,30.0,2.0,0.0,2.0,4.87,4.63,4.8,4.93,5.0,4.73,4.63,0.23,12.0,1248.0,35.35262081,24.3073038
58,2.0,3.0,4.0,1.0,1.0,1.5,3.0,1125.0,3.0,3.0,1125,1125,0,18,31,240,62.0,7.0,0.0,7.0,4.89,4.89,4.81,4.9,4.95,4.89,4.76,0.43,42.0,5418.0,35.40724,24.19649
59,3.0,5.0,6.0,5.0,24.0,2.0,1.0,1125.0,1.0,5.0,1125,1125,0,5,15,68,42.0,4.0,0.0,4.0,4.44,4.59,4.39,4.66,4.74,4.5,4.46,0.29,24.0,2640.0,35.50992,23.98298
60,3.0,6.0,8.0,7.0,10.0,4.0,3.0,1125.0,3.0,3.0,1125,1125,2,9,22,70,60.0,12.0,0.0,12.0,4.93,4.95,4.78,4.92,4.92,4.75,4.9,0.45,72.0,6768.0,35.51582,23.85126
61,3.0,4.0,6.0,1.0,1.0,2.0,3.0,1125.0,4.0,4.0,1125,1125,0,0,0,0,81.0,10.0,0.0,10.0,4.7,4.73,4.54,4.94,4.88,4.84,4.59,0.57,60.0,15000.0,35.29823,25.4229
62,3.0,5.0,8.0,1.0,1.0,2.0,7.0,120.0,7.0,7.0,1125,1125,3,9,9,179,15.0,0.0,0.0,0.0,4.8,4.93,4.8,4.93,5.0,4.53,4.8,0.13,0.0,0.0,35.34188,24.41884
63,4.0,5.0,8.0,6.0,17.0,4.0,3.0,1125.0,3.0,3.0,1125,1125,0,0,0,178,5.0,0.0,0.0,0.0,4.8,5.0,5.0,4.8,5.0,4.8,4.8,0.04,0.0,0.0,35.51039,23.96926
64,1.0,2.0,2.0,6.0,8.0,1.0,2.0,90.0,2.0,2.0,1125,1125,0,0,0,88,15.9,6.0,0.0,6.0,4.54,4.7,4.64,4.93,4.9,4.31,4.65,1.14,36.0,864.0,35.36402,24.45628
65,1.0,2.0,3.0,3.0,3.0,1.0,2.0,45.0,2.0,2.0,1125,1125,13,40,56,233,45.0,5.0,0.0,6.0,4.8,4.84,4.78,4.82,4.98,4.84,4.64,0.29,30.0,3630.0,35.28835,24.33525
66,1.0,4.0,4.0,10.0,10.0,1.0,3.0,365.0,3.0,3.0,1125,1125,21,45,73,163,13.0,1.0,0.0,1.0,4.85,4.92,4.92,4.92,4.77,4.85,4.85,0.1,6.0,174.0,35.41608,24.78482
67,1.0,4.0,4.0,10.0,10.0,1.0,3.0,365.0,3.0,3.0,1125,1125,16,43,66,153,13.0,1.0,0.0,1.0,4.77,4.75,4.92,5.0,4.83,4.75,4.75,0.09,6.0,174.0,35.4147,24.78329
68,1.0,2.0,3.0,2.0,2.0,1.5,2.0,1125.0,2.0,2.0,1125,1125,23,44,65,336,15.9,16.0,0.0,18.0,4.98,4.95,4.97,4.95,4.98,4.85,4.96,0.85,96.0,6432.0,35.47189,23.89734
69,2.0,2.0,4.0,1.0,1.0,1.7,3.0,40.0,3.0,3.0,40,40,23,53,83,358,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.33031,25.11335
70,6.0,6.0,4.6,6.0,17.0,1.6,7.0,120.0,7.0,7.0,120,120,1,22,48,195,22.0,4.0,0.0,4.0,4.95,4.95,4.91,4.95,5.0,4.73,4.91,0.21,56.0,44800.0,35.50985,23.96872
71,3.0,4.0,5.0,3.0,7.0,2.0,5.0,150.0,5.0,90.0,1125,1125,5,14,18,195,27.0,0.0,0.0,0.0,4.63,4.63,4.67,4.85,4.85,4.78,4.48,0.19,0.0,0.0,35.21349,24.48935
72,2.0,2.0,3.0,4.0,6.0,1.0,3.0,365.0,3.0,7.0,99,99,8,26,30,173,48.0,16.0,0.0,16.0,4.98,4.96,4.96,4.98,5.0,4.85,4.87,0.33,96.0,14784.0,35.46141815,23.74951172
73,1.0,1.0,2.0,9.0,9.0,1.0,4.0,1125.0,3.0,5.0,1125,1125,21,37,67,210,62.0,2.0,0.0,2.0,4.73,4.8,4.79,4.83,4.85,4.52,4.82,0.43,16.0,816.0,35.51018906,23.96914482
74,1.0,2.0,2.0,9.0,9.0,1.0,4.0,50.0,3.0,5.0,1125,1125,21,51,75,216,15.0,0.0,0.0,0.0,4.79,4.5,4.5,4.79,4.71,4.5,4.57,0.1,0.0,0.0,35.51006,23.9684
75,1.0,3.0,4.0,5.0,5.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,0,21,51,290,30.0,0.0,0.0,0.0,4.46,4.57,4.68,4.57,4.54,4.14,4.54,0.21,0.0,0.0,35.59108,24.083
76,1.0,1.0,2.0,17.0,17.0,1.0,1.0,1125.0,1.0,2.0,1125,1125,8,31,61,188,103.0,20.0,0.0,20.0,4.74,4.72,4.7,4.82,4.8,4.66,4.65,0.73,120.0,18600.0,35.3681,24.50852
77,2.0,4.0,5.0,3.0,7.0,2.0,5.0,1125.0,5.0,90.0,1125,1125,6,6,8,222,38.0,1.0,0.0,1.0,4.95,4.92,4.82,4.97,4.97,4.84,4.89,0.29,10.0,400.0,35.21389,24.49122
78,2.0,3.0,4.0,6.0,6.0,1.0,5.0,365.0,1.0,5.0,365,365,0,21,36,160,40.0,9.0,0.0,9.0,4.95,4.93,4.98,4.93,4.98,4.95,4.95,0.33,90.0,9000.0,35.4487381,24.19813347
79,1.0,3.0,3.0,2.0,4.0,1.0,7.0,180.0,7.0,7.0,1125,1125,0,6,6,183,109.0,8.0,0.0,8.0,4.88,4.88,4.77,4.97,4.97,4.72,4.91,0.7,112.0,5040.0,35.31366,25.13876
80,0.0,1.0,2.0,1.0,1.0,1.0,6.0,1125.0,6.0,6.0,1125,1125,19,33,45,320,20.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,0.17,24.0,1632.0,35.02510739,25.86099946
81,4.0,8.0,8.0,1.0,4.0,3.0,5.0,120.0,5.0,5.0,1125,1125,0,0,20,150,25.0,4.0,0.0,4.0,4.88,4.92,4.88,4.88,5.0,4.68,4.68,0.19,40.0,10000.0,35.3697,24.15258
82,3.0,4.0,7.0,7.0,10.0,3.0,3.0,365.0,3.0,3.0,365,365,5,18,28,73,13.0,6.0,0.0,6.0,4.85,4.85,4.77,4.92,4.77,4.92,4.85,0.1,36.0,13788.0,35.50349,23.83903
83,1.0,2.0,4.0,3.0,3.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,30,60,90,332,28.0,0.0,0.0,0.0,4.74,4.79,4.93,4.86,4.79,4.57,4.68,0.2,0.0,0.0,35.23378,23.67891
84,2.0,3.0,5.0,1.0,1.0,2.0,3.0,1125.0,3.0,3.0,1125,1125,1,12,19,86,50.0,4.0,0.0,4.0,4.88,4.9,4.94,4.94,4.96,4.84,4.8,0.34,24.0,3120.0,35.4484723,24.2010092
85,1.0,3.0,2.0,8.0,9.0,1.7,5.0,60.0,4.0,5.0,60,1125,0,30,60,182,82.0,1.0,0.0,1.0,4.62,4.65,4.68,4.89,4.91,4.38,4.68,0.58,10.0,0.0,35.52024,23.85576
86,1.0,2.0,2.0,8.0,9.0,1.0,5.0,60.0,4.0,5.0,60,1125,1,31,61,182,21.0,1.0,0.0,1.0,4.62,4.71,4.76,4.95,4.95,4.57,4.76,0.16,10.0,420.0,35.51921,23.86221
87,3.0,5.0,6.0,2.0,2.0,3.0,4.0,730.0,4.0,7.0,4,1125,11,33,39,172,50.0,5.0,0.0,5.0,4.98,4.96,4.96,4.96,5.0,4.74,4.84,0.38,40.0,8600.0,35.37835,24.60667
88,3.0,4.0,6.0,2.0,2.0,3.0,5.0,1125.0,5.0,7.0,1125,1125,0,0,8,93,22.0,4.0,0.0,4.0,4.95,4.95,5.0,4.95,5.0,4.45,4.82,0.17,40.0,8600.0,35.37888,24.60602
89,1.0,3.0,4.0,7.0,7.0,1.0,2.0,365.0,2.0,2.0,1125,1125,20,50,69,304,33.0,6.0,0.0,6.0,4.64,4.64,4.67,4.94,4.97,4.58,4.45,0.28,36.0,1800.0,35.33211,25.25439
90,2.0,4.0,5.0,1.0,3.0,2.0,5.0,1125.0,5.0,5.0,1125,1125,0,21,50,298,23.0,2.0,0.0,2.0,5.0,5.0,4.96,4.96,5.0,4.96,4.91,0.19,20.0,2560.0,35.36786,24.47157
91,1.0,2.0,4.0,1.0,1.0,1.0,5.0,1125.0,3.0,15.0,1125,1125,15,38,68,286,15.9,16.0,0.0,16.0,4.96,4.97,4.99,4.93,4.97,4.78,4.92,1.38,160.0,5600.0,35.51003,23.98695
92,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1125.0,1.0,3.0,1125,1125,6,12,19,177,15.9,3.9,0.0,3.8,4.96,4.98,4.97,4.92,4.97,4.92,4.92,0.4,26.6,23715.0,35.51118,23.61196
93,1.9,1.0,9.0,2.0,3.0,1.7,7.0,1125.0,7.0,7.0,1125,1125,0,0,0,0,2.0,0.0,0.0,0.0,4.5,4.5,5.0,5.0,5.0,4.5,4.5,0.01,0.0,0.0,35.4439888,24.20467567
94,3.0,1.0,7.0,2.0,3.0,1.7,7.0,1125.0,7.0,7.0,1125,1125,0,0,0,0,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.44398385,24.20456436
95,3.0,6.0,6.0,10.0,30.0,2.0,5.0,30.0,5.0,5.0,30,30,30,49,70,170,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,0.0,0.0,35.41795,23.56968
96,2.0,4.0,4.0,10.0,30.0,2.0,5.0,30.0,5.0,5.0,30,30,30,58,76,175,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.41959,23.57034
97,6.0,8.0,4.6,10.0,30.0,4.0,7.0,1125.0,5.0,7.0,1125,1125,14,22,22,127,33.0,4.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,4.85,4.91,0.31,56.0,24920.0,35.58385849,24.07230377
98,3.0,4.0,6.0,10.0,30.0,3.0,7.0,30.0,7.0,7.0,30,30,26,28,34,146,3.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,14.0,3612.0,35.41767,23.56527
99,4.0,7.0,10.0,3.0,3.0,3.5,5.0,120.0,2.0,5.0,1125,1125,11,31,42,100,96.0,6.0,0.0,6.0,4.98,4.93,4.97,4.97,4.96,4.86,4.92,0.66,60.0,15000.0,35.51363,23.60723
100,3.0,5.0,5.0,2.0,2.0,1.0,5.0,90.0,5.0,5.0,90,90,0,0,6,47,10.0,0.0,0.0,0.0,5.0,5.0,4.9,5.0,5.0,4.7,5.0,0.12,0.0,0.0,35.35057,24.63529
101,1.0,1.0,2.0,4.0,5.0,1.0,8.0,1125.0,8.0,8.0,1125,1125,30,60,90,365,11.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,4.82,5.0,0.08,32.0,1600.0,35.03861,25.97208
102,2.0,3.0,5.0,1.0,1.0,1.5,1.0,365.0,1.0,1.0,365,1125,24,47,61,273,43.0,9.0,0.0,8.0,4.84,4.84,4.65,4.95,4.95,4.72,4.65,0.31,54.0,8640.0,35.35731,24.21014
103,5.0,7.0,11.0,1.0,1.0,4.0,6.0,365.0,5.0,7.0,365,365,27,47,60,293,32.0,5.0,0.0,5.0,4.94,4.91,4.94,4.97,4.97,4.81,4.88,0.23,60.0,36000.0,35.3464,24.55122
104,1.0,1.0,2.0,9.0,12.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,21,27,32,53,15.9,16.0,0.0,16.0,4.74,4.8,4.76,4.93,4.94,4.87,4.85,0.94,96.0,4224.0,35.36627,24.48999
105,2.0,3.0,4.0,9.0,12.0,1.5,3.0,1125.0,3.0,3.0,1125,1125,21,46,65,297,17.0,3.0,0.0,3.0,4.65,4.82,4.65,4.88,4.82,4.82,4.59,0.15,18.0,1746.0,35.36631,24.49003
106,1.0,3.0,3.0,8.0,9.0,1.5,1.0,7.0,1.0,1.0,7,7,30,60,90,358,12.0,0.0,0.0,0.0,4.18,4.33,4.58,4.92,4.58,5.0,4.25,0.09,0.0,0.0,35.5176,24.01561
107,1.0,2.0,4.0,8.0,9.0,1.0,1.0,30.0,1.0,1.0,30,30,30,58,87,349,14.0,0.0,0.0,1.0,4.71,4.38,4.62,4.62,4.57,4.93,4.64,0.12,0.0,0.0,35.51748,24.01559
108,1.0,1.0,2.0,8.0,9.0,1.0,1.0,7.0,1.0,1.0,7,7,30,60,90,365,26.0,2.0,0.0,3.0,4.35,4.4,4.6,4.46,4.38,4.92,4.19,0.22,12.0,1428.0,35.51737,24.01547
109,1.0,1.0,4.0,16.0,18.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,30,60,90,363,12.0,0.0,0.0,0.0,4.9,4.08,4.9,4.58,4.27,4.42,4.8,0.09,0.0,0.0,35.51663,24.01679
110,1.0,2.0,2.0,2.0,2.0,1.5,2.0,1125.0,2.0,2.0,1125,1125,29,46,67,342,67.0,4.0,0.0,4.0,4.75,4.71,4.92,4.85,4.8,4.62,4.8,0.44,24.0,1080.0,35.00115,25.37556
111,1.0,1.0,2.0,16.0,17.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,2,25,52,180,70.0,7.0,0.0,7.0,4.87,4.81,4.91,4.96,4.96,4.76,4.75,0.49,42.0,2226.0,35.28451,23.8122
