,bedrooms,beds,accommodates,host_listings_count,host_total_listings_count,bathrooms,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,latitude,longitude
18086,1.0,1.0,4.0,1.0,1.0,1.0,2.0,365.0,2.0,2.0,365,365,28,58,88,254,3.0,0.0,0.0,0.0,5.0,4.67,5.0,4.67,4.67,4.67,5.0,0.14,0.0,0.0,35.50812,23.97605
18087,4.0,7.0,10.0,2.0,2.0,5.0,7.0,365.0,2.0,5.0,365,365,9,32,54,286,8.0,7.0,0.0,7.0,5.0,5.0,5.0,5.0,5.0,4.88,4.88,0.43,98.0,20776.0,35.1945,24.44569
18088,2.0,5.0,6.0,1.0,2.0,2.0,5.0,30.0,5.0,5.0,1125,1125,22,52,82,122,5.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,0.24,20.0,5460.0,35.52568757,23.79872462
18089,1.0,2.0,3.0,2.0,2.0,1.0,1.0,365.0,1.0,1.0,365,365,0,0,0,0,69.0,26.0,0.0,26.0,4.65,4.88,4.78,4.78,4.93,4.68,4.62,0.4,156.0,7020.0,35.33859029,25.15860562
18090,2.0,4.0,6.0,1.0,1.0,1.0,3.0,1125.0,2.0,3.0,1125,1125,24,54,79,162,8.0,4.0,0.0,5.0,4.88,5.0,5.0,5.0,5.0,4.5,5.0,0.4,24.0,1512.0,35.34623745,24.42538035
18091,1.0,1.0,3.0,1.0,1.0,1.0,2.0,365.0,2.0,2.0,365,365,28,46,58,95,42.0,20.0,0.0,20.0,4.86,4.69,4.81,4.83,4.95,4.86,4.69,1.9,120.0,8400.0,35.29696,25.42392
18092,1.0,1.0,3.0,1.0,2.0,1.7,2.0,1125.0,2.0,2.0,1125,1125,30,56,72,303,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.3660871,24.4804358
18093,1.0,2.0,2.0,2.0,2.0,1.0,5.0,59.0,4.0,4.0,1125,1125,7,22,26,83,29.0,18.0,0.0,18.0,5.0,4.97,5.0,5.0,4.93,4.62,5.0,1.39,26.6,8100.0,35.5037716,24.0331211
18094,3.0,3.0,5.0,195.0,208.0,2.5,1.0,365.0,1.0,1.0,365,365,0,0,0,113,9.0,2.0,0.0,2.0,4.78,5.0,5.0,4.78,4.89,4.67,4.67,0.43,12.0,2112.0,35.32816,25.06543
18095,4.0,0.0,8.0,74.0,126.0,4.0,4.0,365.0,4.0,4.0,365,365,11,33,47,133,3.0,3.0,0.0,3.0,5.0,4.67,5.0,5.0,5.0,4.33,4.67,0.38,24.0,11544.0,35.49935,23.97338
18096,2.0,0.0,6.0,4.0,4.0,1.7,1.0,365.0,1.0,1.0,365,365,0,0,0,0,1.0,1.0,0.0,1.0,4.9,4.9,4.9,4.9,4.9,4.8,4.8,0.11,6.0,0.0,35.53761312,23.78722962
18097,1.0,2.0,3.0,2.0,3.0,1.0,2.0,365.0,2.0,4.0,365,365,20,32,46,166,14.0,4.0,0.0,6.0,4.5,4.57,4.43,4.71,4.79,4.14,4.5,0.64,24.0,960.0,35.32569382,25.1327017
18098,2.0,2.0,5.0,8.0,8.0,1.0,3.0,60.0,2.0,3.0,1125,1125,6,17,34,247,2.0,1.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,0.15,6.0,366.0,35.5124429,24.0029517
18099,2.0,2.0,3.0,1.0,1.0,1.0,3.0,365.0,3.0,3.0,365,365,0,19,49,236,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.27035,25.23936
18100,1.0,1.0,2.0,3.0,3.0,1.0,3.0,60.0,3.0,3.0,1125,1125,0,0,0,80,23.0,12.0,0.0,13.0,4.96,5.0,4.83,4.91,4.91,4.96,4.91,1.11,72.0,6120.0,35.36459,24.47681
18101,1.0,1.0,2.0,1.0,1.0,1.0,3.0,28.0,3.0,3.0,1125,1125,14,44,70,250,31.0,18.0,0.0,18.0,4.94,5.0,5.0,4.97,4.9,4.77,4.94,1.41,108.0,6372.0,35.336874,25.1272394
18102,2.0,5.0,6.0,22.0,26.0,3.0,4.0,365.0,4.0,7.0,365,365,25,48,78,272,2.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22,16.0,1200.0,35.40763431,25.01510218
18103,1.0,5.0,4.0,7.0,7.0,1.7,2.0,28.0,1.0,2.0,1125,1125,0,0,0,0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,0.0,0.0,35.30933,25.14832
18104,2.0,3.0,5.0,1.0,7.0,2.0,2.0,30.0,2.0,4.0,1125,1125,21,39,56,189,4.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0.19,12.0,1320.0,35.58642405,24.09372865
18105,4.0,5.0,10.0,2.0,2.0,5.0,7.0,365.0,2.0,5.0,365,365,11,19,23,222,11.0,8.0,0.0,8.0,5.0,5.0,5.0,4.91,5.0,4.64,5.0,0.55,112.0,23744.0,35.19366904,24.4443226
18106,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125,1125,14,44,73,318,5.0,3.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.27,18.0,2052.0,35.30779871,25.38515925
18107,2.0,3.0,5.0,99.0,103.0,1.0,4.0,365.0,4.0,4.0,365,1125,0,0,20,144,1.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.16,8.0,1080.0,35.515733,24.0132828
18108,2.0,4.0,4.0,1.0,1.0,1.0,1.0,59.0,2.0,4.0,1125,1125,30,54,83,143,10.0,7.0,0.0,7.0,4.9,4.8,4.9,4.9,4.8,4.8,4.6,0.5,42.0,2016.0,35.01450026,25.69417847
18109,1.0,1.0,2.0,2.0,3.0,1.0,2.0,365.0,2.0,4.0,365,365,0,0,0,0,14.0,8.0,0.0,8.0,4.64,4.64,4.57,4.79,4.86,4.57,4.57,0.64,48.0,1824.0,35.32566756,25.1327017
18110,1.0,2.0,3.0,18.0,20.0,1.0,3.0,365.0,3.0,3.0,1125,1125,16,46,71,221,6.0,4.0,0.0,4.0,4.83,4.83,5.0,5.0,4.67,5.0,4.67,0.28,24.0,2880.0,34.93128,24.92403
18111,1.0,2.0,3.0,32.8,912.0,1.0,7.0,365.0,7.0,7.0,365,365,0,21,51,265,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.48309,23.93398
18112,2.0,4.0,5.0,1.0,1.0,1.0,3.1,365.0,3.0,4.0,365,365,27,52,80,344,10.0,4.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,0.47,26.6,18870.0,35.47161179,23.9056829
18113,2.0,2.0,4.0,1.0,1.0,1.0,2.0,17.0,2.0,2.0,1125,1125,0,0,5,81,6.0,3.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,4.83,5.0,0.29,18.0,2142.0,35.01427004,25.73549792
18114,1.0,2.0,3.0,1.0,1.0,1.0,3.0,30.0,3.0,3.0,30,30,1,1,1,32,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.49824,24.04793
18115,3.0,3.0,6.0,1.0,1.0,2.0,3.0,365.0,3.0,3.0,365,365,0,0,0,84,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.33048,25.31422
18116,2.0,3.0,5.0,128.0,218.0,2.0,1.0,365.0,1.0,4.0,4,365,28,58,88,363,2.0,0.0,0.0,0.0,4.9,4.9,4.9,4.9,4.9,4.8,4.8,0.1,0.0,0.0,34.93391404,24.93877022
18117,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1125.0,4.0,4.0,1125,1125,24,54,81,230,4.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0.2,6.0,636.0,35.33760555,25.16063353
18118,1.0,2.0,4.0,1.0,1.0,1.0,3.0,60.0,3.0,3.0,1125,1125,0,0,0,85,13.0,7.0,0.0,7.0,4.77,4.77,4.92,4.92,4.69,4.85,4.77,0.59,42.0,3822.0,35.33509624,25.12378053
18119,1.0,4.0,4.0,149.0,278.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,29,59,89,360,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0.05,0.0,0.0,35.18747,26.14725
18120,0.0,1.0,3.0,149.0,278.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,29,59,89,360,1.0,0.0,0.0,0.0,4.9,5.0,5.0,4.9,4.9,5.0,5.0,0.05,0.0,0.0,35.1883,26.15084
18121,2.0,2.0,5.0,1.0,1.0,2.0,6.0,21.0,6.0,6.0,21,21,30,60,76,294,6.0,4.0,0.0,4.0,4.83,4.83,4.67,5.0,5.0,4.33,4.67,0.3,48.0,5760.0,34.93548694,24.88928631
18122,3.0,5.0,10.0,3.0,3.0,2.5,7.0,365.0,7.0,7.0,1125,1125,22,52,82,214,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,0.0,0.0,35.50958,23.81133
18123,1.0,5.0,2.0,4.0,4.0,1.7,2.0,365.0,2.0,2.0,365,365,0,0,0,142,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.3630875,24.4759323
18124,1.0,1.0,2.0,1.0,1.0,1.0,3.0,365.0,2.0,3.0,365,365,28,48,71,174,25.0,10.0,0.0,10.0,5.0,5.0,5.0,4.96,5.0,4.96,5.0,1.17,60.0,4800.0,35.51572,24.02817
18125,1.0,2.0,3.0,1.0,1.0,1.0,3.0,365.0,1.0,1.0,365,365,21,35,47,47,26.0,18.0,0.0,18.0,5.0,5.0,5.0,5.0,4.96,4.88,4.88,1.29,108.0,5076.0,35.49511,23.65901
18126,1.0,2.0,4.0,1.0,1.0,1.0,3.0,365.0,3.0,3.0,1125,1125,0,1,1,1,2.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.1,6.0,342.0,35.3379452,25.129729
18127,1.0,3.0,3.0,32.8,912.0,1.0,3.0,365.0,3.0,3.0,365,365,21,51,74,288,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.48386,23.93375
18128,3.0,3.0,5.0,1.0,1.0,1.7,4.0,363.0,3.0,3.0,1125,1125,21,51,81,239,3.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0.14,8.0,0.0,35.50550592,23.61863278
18129,1.0,3.0,2.0,125.0,243.0,1.7,1.0,365.0,1.0,3.0,365,365,0,17,45,156,6.0,0.0,0.0,0.0,4.5,4.83,5.0,4.67,4.83,4.5,5.0,0.28,0.0,0.0,35.314788,25.384872
18130,1.0,1.0,2.0,3.0,4.0,1.0,4.0,90.0,4.0,4.0,1125,1125,29,59,89,270,6.0,5.0,0.0,5.0,5.0,4.83,5.0,5.0,5.0,4.83,4.83,0.3,40.0,2040.0,35.35350447,24.43401297
18131,2.0,1.0,5.0,1.0,4.0,1.7,3.0,365.0,3.0,3.0,365,365,0,0,0,0,3.0,1.0,0.0,1.0,5.0,4.67,5.0,4.67,5.0,5.0,4.67,0.15,6.0,0.0,35.40818,24.1959
18132,2.0,2.0,4.0,13.0,13.0,1.0,3.0,365.0,3.0,3.0,365,365,11,27,46,168,7.0,6.0,0.0,6.0,5.0,4.86,5.0,4.86,5.0,5.0,5.0,0.39,36.0,3744.0,35.03053061,25.91069167
18133,1.0,2.0,2.0,1.0,1.0,1.0,5.0,21.0,5.0,5.0,21,21,4,34,64,186,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.51201759,23.962855
18134,2.0,2.0,4.0,7.0,7.0,1.5,1.0,365.0,4.0,4.0,365,365,21,51,81,351,2.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,4.8,4.5,0.24,12.0,924.0,35.11308,24.99381
18135,1.9,3.0,4.6,87.0,97.0,1.6,1.0,1125.0,1.0,7.0,1125,1125,2,10,25,90,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.40248,24.69107
18136,1.9,3.0,4.6,87.0,97.0,1.6,1.0,1125.0,1.0,7.0,1125,1125,4,14,32,68,9.0,4.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,4.33,5.0,0.45,24.0,15600.0,35.40173,24.69002
18137,1.0,3.0,3.0,2.0,3.0,1.7,5.0,60.0,5.0,5.0,60,60,0,0,0,0,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.07817229,24.74364031
18138,2.0,5.0,6.0,1.0,1.0,1.5,3.0,365.0,3.0,3.0,365,365,30,60,76,283,8.0,4.0,0.0,4.0,4.88,5.0,5.0,4.88,4.88,4.88,4.88,0.38,24.0,3504.0,34.99781312,25.38919108
18139,2.0,4.0,7.0,21.0,21.0,2.0,4.0,365.0,2.0,7.0,1125,1125,22,49,65,331,14.0,9.0,0.0,9.0,5.0,4.93,5.0,5.0,4.93,4.21,4.71,0.69,72.0,13464.0,35.285843,25.500238
18140,2.0,3.0,4.0,193.0,346.0,1.0,4.0,1125.0,4.0,4.0,1125,1125,15,38,68,328,4.0,1.0,0.0,1.0,4.75,4.5,4.5,5.0,5.0,4.25,4.25,0.21,8.0,640.0,35.37122283,24.20184159
18141,1.0,1.0,2.0,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1125,1125,30,60,90,355,11.0,5.0,0.0,5.0,5.0,5.0,4.91,5.0,5.0,4.82,4.64,0.52,30.0,2130.0,35.5072367,24.0399548
18142,1.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,2.0,1125,1125,27,57,87,353,15.0,5.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,0.7,30.0,2580.0,35.50733202,24.03985194
18143,2.0,3.0,6.0,1.0,1.0,1.0,3.0,90.0,3.0,3.0,1125,1125,0,18,47,176,7.0,3.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.32,18.0,2340.0,35.5334168,24.0857772
18144,5.0,8.0,10.0,10.0,10.0,2.0,5.0,365.0,5.0,5.0,365,365,0,21,47,157,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.31649651,25.73468534
18145,1.0,1.0,2.0,3.0,3.0,1.0,2.0,365.0,2.0,7.0,365,365,10,17,25,68,6.0,6.0,0.0,6.0,4.83,5.0,4.83,4.83,4.83,4.67,4.67,0.6,36.0,720.0,35.35302994,24.43637435
18146,1.0,1.0,2.0,3.0,3.0,1.0,4.0,365.0,3.0,4.0,1125,1125,20,50,73,253,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,0.0,0.0,35.51192,24.03872
18147,1.0,1.0,2.0,3.0,3.0,1.0,4.0,365.0,3.0,4.0,1125,1125,22,52,81,248,6.0,2.0,0.0,2.0,5.0,5.0,5.0,4.83,5.0,4.67,4.83,0.28,16.0,1120.0,35.51192,24.03872
18148,2.0,2.0,4.0,3.0,3.0,2.0,4.0,365.0,3.0,4.0,1125,1125,13,43,65,232,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.51192,24.03872
18149,4.0,4.0,6.0,1.0,1.0,2.0,4.0,365.0,4.0,4.0,365,365,21,51,81,288,2.0,1.0,0.0,1.0,5.0,4.5,4.5,4.5,4.5,4.5,4.5,0.1,8.0,2800.0,35.33086,25.30717
18150,2.0,5.0,8.0,195.0,208.0,1.0,1.0,365.0,2.0,2.0,365,365,30,60,82,308,4.0,0.0,0.0,0.0,5.0,4.5,5.0,4.75,4.75,4.75,5.0,0.2,0.0,0.0,35.27504,25.10005
18151,6.0,7.0,13.0,66.0,68.0,1.6,4.0,365.0,2.0,4.0,1125,1125,10,21,25,126,1.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.11,8.0,2800.0,35.53607,24.07178
18152,1.0,7.0,2.0,6.0,6.0,1.7,2.0,365.0,1.0,1.0,99,99,27,50,74,257,4.0,3.0,0.0,2.0,4.75,5.0,5.0,5.0,5.0,5.0,4.75,0.27,18.0,0.0,35.5156642,24.0193371
18153,2.0,2.0,4.0,1.0,1.0,1.0,3.0,14.0,3.0,4.0,14,14,21,51,71,251,3.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14,0.0,0.0,35.50986,24.01489
18154,1.0,2.0,2.0,5.0,9.0,1.0,3.0,90.0,3.0,3.0,1125,1125,22,52,71,205,10.0,6.0,0.0,6.0,5.0,5.0,4.9,5.0,5.0,5.0,5.0,0.46,36.0,1872.0,35.2906745,25.44498872
18155,4.0,7.0,10.0,1.0,1.0,2.0,5.0,30.0,3.0,5.0,30,30,14,39,65,187,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0.47,50.0,11900.0,35.4749828,24.0446887
18156,4.0,5.0,9.0,1.0,1.0,4.0,4.0,365.0,4.0,5.0,365,365,22,52,68,256,12.0,6.0,0.0,6.0,5.0,4.92,5.0,5.0,5.0,4.92,5.0,0.6,48.0,10560.0,35.37104587,24.59638465
18157,3.0,5.0,3.0,36.0,41.0,1.7,1.0,65.0,1.0,3.0,65,65,0,0,0,0,24.0,9.0,0.0,9.0,4.63,4.83,4.92,4.83,4.83,4.83,4.63,1.11,54.0,0.0,35.3423,25.13609
18158,3.0,5.0,8.0,4.0,5.0,3.0,6.0,365.0,6.0,6.0,365,365,8,10,29,34,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.3610371,24.1740445
18159,2.0,4.0,7.0,7.0,7.0,1.0,1.0,365.0,4.0,4.0,365,365,30,39,39,120,4.0,4.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,4.75,4.75,0.45,24.0,1848.0,35.11268,24.99462
18160,1.0,4.0,2.0,6.0,6.0,1.7,2.0,365.0,1.0,1.0,99,99,28,58,87,281,14.0,10.0,0.0,10.0,5.0,4.93,4.93,5.0,5.0,5.0,4.93,0.7,60.0,0.0,35.5156642,24.0193371
18161,2.0,4.0,7.0,7.0,7.0,1.0,1.0,365.0,4.0,4.0,365,365,21,51,81,335,4.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.2,6.0,546.0,35.11272,24.99421
18162,2.0,2.0,5.0,1.0,1.0,1.0,4.0,90.0,3.0,4.0,1125,1125,17,47,65,124,2.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,4.5,5.0,4.5,0.26,16.0,2848.0,35.5126839,23.7882034
18163,2.0,4.0,5.0,1.0,1.0,1.0,2.0,365.0,2.0,2.0,365,365,18,39,69,140,4.0,1.0,0.0,1.0,4.75,5.0,5.0,4.75,4.75,4.5,4.75,0.18,6.0,540.0,35.35503,24.58559
18164,3.0,3.0,6.0,7.0,7.0,1.5,1.0,365.0,4.0,4.0,365,365,21,51,81,326,4.0,3.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22,18.0,1638.0,35.11415,24.99535
18165,2.0,4.0,6.0,2.0,2.0,3.0,3.0,365.0,3.0,3.0,365,365,1,1,1,1,2.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1,6.0,528.0,35.51562291,24.01899218
18166,2.0,3.0,4.0,2.0,6.0,1.0,2.0,27.0,2.0,2.0,1125,1125,30,60,90,365,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.21957,25.30111
18167,2.0,3.0,5.0,6.0,6.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,21,51,81,166,2.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.25,12.0,2676.0,35.398818,25.0273219
18168,3.0,4.0,6.0,98.0,101.0,1.5,4.0,365.0,4.0,4.0,60,365,28,58,88,275,1.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.18,8.0,640.0,35.52214,23.8467
18169,1.0,1.0,2.0,3.0,3.0,1.0,3.0,365.0,3.0,3.0,1125,1125,21,51,81,356,3.0,1.0,0.0,1.0,4.67,5.0,5.0,4.67,4.67,5.0,4.33,0.15,6.0,900.0,35.58722,24.09239
18170,1.0,3.0,4.0,107.0,123.0,1.0,1.0,365.0,1.0,1.0,1125,1125,15,43,67,157,2.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.11,6.0,972.0,35.12434,25.72623
18171,3.0,3.0,7.0,2.0,7.0,1.7,3.0,30.0,3.0,3.0,1125,1125,0,0,0,1,4.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.19,6.0,0.0,35.506709,24.0399303
18172,5.0,8.0,13.0,17.0,23.0,5.0,5.0,365.0,3.0,5.0,365,365,18,36,42,109,4.0,4.0,0.0,4.0,5.0,5.0,5.0,4.25,4.9,4.0,4.75,0.42,40.0,6080.0,35.48744,23.70685
18173,1.0,1.0,2.0,6.0,6.0,1.0,2.0,365.0,1.0,1.0,99,99,29,45,71,240,1.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.19,6.0,378.0,35.5156642,24.0193371
18174,1.0,2.0,3.0,4.0,4.0,0.5,1.0,30.0,1.0,1.0,30,30,29,56,85,359,1.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.12,6.0,384.0,35.3344436,25.0832266
18175,1.0,1.0,4.0,32.8,912.0,1.0,5.0,365.0,5.0,5.0,365,365,29,59,89,364,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.04044,25.97278
18176,2.0,3.0,5.0,32.8,912.0,2.0,5.0,365.0,5.0,5.0,365,365,29,59,89,364,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.04132,25.97377
18177,1.0,1.0,2.0,6.0,6.0,1.0,2.0,365.0,1.0,1.0,99,99,30,60,90,284,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.5156642,24.0193371
18178,1.0,4.0,5.0,2.0,2.0,1.0,1.0,90.0,1.0,1.0,1125,1125,1,1,1,1,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.5127609,24.019462
18179,2.0,3.0,6.0,7.0,7.0,1.0,1.0,365.0,4.0,4.0,365,365,30,60,90,351,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.11403,24.996
18180,3.0,6.0,8.0,107.0,123.0,1.5,3.0,365.0,3.0,3.0,1125,1125,0,0,0,27,2.0,1.0,0.0,1.0,4.5,5.0,5.0,5.0,5.0,4.0,5.0,0.1,6.0,1230.0,35.33201,24.28182
18181,1.0,2.0,4.0,32.8,912.0,1.0,5.0,365.0,5.0,5.0,365,365,29,59,89,364,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.04089,25.97299
18182,1.0,1.0,2.0,3.0,3.0,1.0,3.0,365.0,3.0,3.0,1125,1125,20,50,80,350,2.0,2.0,0.0,2.0,4.9,4.5,4.9,5.0,4.9,5.0,4.0,0.27,12.0,1800.0,35.58932,24.09607
18183,1.0,1.0,2.0,3.0,3.0,1.0,3.0,365.0,3.0,3.0,1125,1125,20,50,80,355,5.0,2.0,0.0,2.0,4.9,4.9,4.9,4.4,4.2,4.4,4.8,0.25,12.0,1800.0,35.58935,24.09632
18184,3.0,3.0,6.0,1.0,1.0,3.0,3.0,60.0,3.0,3.0,1125,1125,21,47,66,341,21.0,14.0,0.0,15.0,4.9,4.95,4.9,5.0,5.0,5.0,4.76,1.01,84.0,19152.0,35.5160001,24.0215398
18185,2.0,6.0,6.0,6.0,6.0,1.0,2.0,90.0,2.0,2.0,90,90,24,52,82,357,1.0,1.0,0.0,1.0,5.0,5.0,4.9,4.9,5.0,5.0,5.0,0.14,6.0,480.0,35.12561,25.73897
18186,2.0,3.0,5.0,6.0,6.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,16,40,57,138,6.0,4.0,0.0,4.0,5.0,5.0,4.83,5.0,5.0,5.0,5.0,0.3,24.0,5352.0,35.398818,25.0273219
18187,1.0,3.0,3.0,6.0,6.0,1.7,1.0,365.0,1.0,1.0,365,365,30,60,90,361,2.0,2.0,0.0,2.0,4.9,4.9,4.9,4.9,4.9,4.8,4.8,0.28,12.0,0.0,35.12477,25.73918
18188,1.0,1.0,2.0,7.0,7.0,1.0,3.0,365.0,4.0,4.0,365,365,21,51,81,356,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.11451,24.99386
18189,1.0,1.0,2.0,1.0,1.0,1.0,3.0,365.0,3.0,3.0,365,365,29,52,64,237,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.26128,25.72103
18190,2.0,3.0,4.0,1.0,1.0,1.0,3.0,58.0,3.0,3.0,1125,1125,6,11,41,277,44.0,18.0,0.0,23.0,5.0,4.95,5.0,5.0,4.98,4.77,5.0,2.03,108.0,9288.0,35.509257,24.006032
18191,1.0,1.0,3.0,3.0,3.0,1.0,4.0,1125.0,4.0,4.0,1125,1125,18,48,78,353,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,34.99613421,24.75469725
18192,1.0,2.0,3.0,4.0,4.0,1.5,2.0,30.0,2.0,2.0,30,30,29,56,85,360,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.3344436,25.0832266
18193,1.0,2.0,2.0,14.0,14.0,1.7,3.0,60.0,3.0,3.0,1125,1125,0,0,0,0,13.0,7.0,0.0,7.0,4.62,5.0,4.31,5.0,4.92,4.62,4.92,0.62,42.0,0.0,35.3322969,25.1449602
18194,3.0,2.0,6.0,1.0,1.0,1.7,4.0,30.0,4.0,4.0,30,30,0,0,0,0,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.51651,24.02483
18195,2.0,4.0,5.0,2.0,2.0,1.0,3.0,30.0,3.0,3.0,30,30,0,21,44,83,2.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.11,6.0,1326.0,35.0994722,24.68592297
18196,2.0,3.0,4.0,2.0,2.0,1.0,4.0,365.0,3.0,4.0,365,365,14,23,36,61,1.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,8.0,384.0,35.50974269,23.97998026
